1287518691.49,0,0,0,0
1287518691.53,0,0,0,0
1287518691.63,0,22.5,0.5,0.0244684815407
1287518691.75,0,22.5,0.5,0.0829179883003
1287518691.85,84,20.7769784812,0.461710632916,0.131524764182
1287518691.93,515,11.8237506547,0.262750014549,0.16184532111
1287518692.03,1003,12.3954012083,0.275453360185,0.188792355517
1287518692.13,1537,11.6542278145,0.258982840322,0.216072110135
1287518692.24,1832,16.9165395352,0.375923100783,0.250849082817
1287518692.33,2039,17.3835908302,0.386302018449,0.282819782893
1287518692.43,2226,18.7503660367,0.416674800816,0.324336170013
1287518692.53,2500,16.843566157,0.374301470155,0.3640585369
1287518692.63,2879,14.5277780637,0.322839512526,0.398417832866
1287518692.73,3283,13.953097886,0.310068841911,0.429433224972
1287518692.84,3746,13.7382362645,0.305294139211,0.463145233802
1287518692.93,4110,14.2301877987,0.316226395527,0.491506461788
1287518693.03,4419,16.1272010285,0.358382245077,0.525417725369
1287518693.13,4711,16.3527578928,0.36339461984,0.560961971169
1287518693.24,5043,16.2715600117,0.361590222482,0.601025715762
1287518693.34,5366,16.0923239163,0.357607198141,0.638610659681
1287518693.43,5672,15.1347830882,0.336328513071,0.668500179289
1287518693.53,6005,15.6023738621,0.346719419157,0.70268706781
1287518693.63,6324,16.0188825088,0.355975166863,0.73854384137
1287518693.75,6667,16.6312376906,0.369583059791,0.782506473112
1287518693.83,6977,13.9317835105,0.309595189123,0.807981745966
1287518693.93,7353,14.8129918023,0.329177595606,0.840373966293
1287518694.03,7735,14.5478415785,0.323285368411,0.872867580271
1287518694.13,8067,15.5169750938,0.344821668752,0.905798537241
1287518694.24,8406,16.297270307,0.362161562378,0.945856583904
1287518694.33,8690,15.8230468493,0.351623263318,0.977331974971
1287518694.43,9029,15.5338409616,0.345196465814,1.01248725518
1287518694.53,9394,14.7281259664,0.327291688142,1.04523003613
1287518694.63,9743,15.2325466595,0.338501036879,1.07837717386
1287518694.73,10081,15.5098441994,0.344663204431,1.11262387811
1287518694.83,10372,16.6756974422,0.370571054272,1.14967157225
1287518694.93,10615,17.4300323797,0.387334052883,1.18733152181
1287518695.03,10885,16.8398703058,0.374219340128,1.22499336334
1287518695.13,11148,16.8942962995,0.375428806657,1.26145590129
1287518695.22,11492,15.2689836908,0.339310748684,1.29670684367
1287518695.33,11831,15.8040588171,0.351201307046,1.3329497608
1287518695.43,12167,15.5602661391,0.345783691979,1.36793490799
1287518695.52,12445,16.3376567762,0.363059039472,1.40108712796
1287518695.63,12721,16.8909141014,0.375353646698,1.43875576905
1287518695.73,13017,16.5438354083,0.36764078685,1.47703598624
1287518695.83,13322,15.9649575875,0.354776835277,1.51199052475
1287518695.93,13658,15.5241997811,0.344982217358,1.546933315
1287518696.03,13983,15.7861842226,0.350804093836,1.58185165854
1287518696.13,14289,16.3362101608,0.363026892461,1.61859112225
1287518696.23,14582,16.2893997465,0.361986661034,1.65405155095
1287518696.33,14879,16.3137025497,0.362526723328,1.69011239409
1287518696.42,15197,15.7919228914,0.350931619809,1.7251763981
1287518696.53,15527,15.890968425,0.353132631666,1.7616225952
1287518696.63,15853,15.6844657223,0.348543682718,1.79641771396
1287518696.73,16175,15.7140955694,0.349202123764,1.83074260603
1287518696.82,16507,15.5289959848,0.345088799662,1.86502317734
1287518696.92,16833,15.7130019216,0.349177820479,1.89959561256
1287518697.03,17155,15.9357414377,0.354127587503,1.9353622376
1287518697.12,17477,15.631507687,0.347366837488,1.96945659361
1287518697.23,17799,16.0518110456,0.356706912126,2.00590680753
1287518697.33,18127,15.6881111814,0.348624692921,2.04111659875
1287518697.43,18449,15.8545983202,0.352324407115,2.07632813146
1287518697.52,18796,15.0415476043,0.334256613429,2.10944401595
1287518697.63,19145,15.5183426628,0.344852059174,2.14463812591
1287518697.72,19470,15.6311152156,0.347358115903,2.17859274952
1287518697.82,19785,15.9113016125,0.353584480277,2.2133349396
1287518697.92,20101,15.9516975349,0.354482167443,2.2487588338
1287518698.03,20343,17.5955841592,0.391012981316,2.28689497209
1287518698.12,20641,16.1647021488,0.359215603307,2.32348027423
1287518698.22,20984,15.4452099457,0.343226887682,2.35888690589
1287518698.32,21342,15.0317041768,0.334037870595,2.39254455702
1287518698.43,21692,15.3580556174,0.341290124832,2.4268553019
1287518698.52,21991,16.050725822,0.356682796044,2.46040300062
1287518698.62,22279,16.6475057975,0.369944573277,2.49747338253
1287518698.72,22573,16.4169411075,0.364820913499,2.53428949011
1287518698.82,22859,16.5608474554,0.368018832343,2.57087544387
1287518698.92,23159,16.2234036996,0.360520082212,2.60697597779
1287518699.02,23475,16.0150215476,0.355889367725,2.64316723448
1287518699.12,23793,15.9471177565,0.354380394589,2.67890125604
1287518699.22,24096,16.1110690809,0.358023757354,2.71392839705
1287518699.32,24397,16.36992356,0.363776079112,2.75067195414
1287518699.42,24680,16.5319269678,0.36737615484,2.78661574928
1287518699.52,24970,16.5436341005,0.367636313344,2.82371585507
1287518699.62,25272,16.2417525524,0.360927834499,2.86016487211
1287518699.72,25599,15.729960987,0.3495546886,2.89574223825
1287518699.82,25950,15.1845233799,0.337433852886,2.92991482036
1287518699.92,26300,15.1662774088,0.337028386863,2.9632854975
